,Geography,Current Year Week Ending,Type,ASP Current Year,Total Bulk and Bags Units,4046 Units,4225 Units,4770 Units,TotalBagged Units
25667,NorthernNewEngland,1/8/2017,conventional,1.19,425000.71,13448.46,348811.57,5517.5,57223.18
25668,NorthernNewEngland,1/1/2017,conventional,1.11,476239.03,20667.36,414792.25,3313.1,37466.32
25669,Orlando,12/31/2017,conventional,1.16,461913.85,314324.12,38867.01,665.33,108057.39
25670,Orlando,12/24/2017,conventional,1.39,292291.1,178469.57,21232.36,779.89,91809.28
25671,Orlando,12/17/2017,conventional,1.01,381303.71,248830.89,30567.37,865.3,101040.15
25672,Orlando,12/10/2017,conventional,1.02,424938.5,267852.26,33749.43,892.21,122444.6
25673,Orlando,12/3/2017,conventional,1.31,318626,202974,23478,987,91187
25674,Orlando,11/26/2017,conventional,1.4,272367,171834,19833,645,80056
25675,Orlando,11/19/2017,conventional,1.2,349206,212316,27720,907,108263
25676,Orlando,11/12/2017,conventional,1.38,330006,203135,24511,902,101458
25677,Orlando,11/5/2017,conventional,1.48,290421.2,185134.03,22655.69,698.11,81933.37
25678,Orlando,10/29/2017,conventional,1.22,399421.97,257257.1,33771.93,570.11,107822.83
25679,Orlando,10/22/2017,conventional,1.56,328326.17,214853.32,27481.16,613.49,85378.2
25680,Orlando,10/15/2017,conventional,1.74,288581.65,176622.72,22938.4,94.4,88926.13
25681,Orlando,10/8/2017,conventional,1.85,304863.13,195935.23,23473.26,50.59,85404.05
25682,Orlando,10/1/2017,conventional,2,262601.79,166612.29,29616.83,15.2,66357.47
25683,Orlando,9/24/2017,conventional,1.83,263801.67,172557.9,22851.75,114.09,68277.93
25684,Orlando,9/17/2017,conventional,1.76,271882.04,181121.25,30283.33,63.61,60413.85
25685,Orlando,9/10/2017,conventional,1.7,253627.92,159141.75,19370,698.55,74417.62
25686,Orlando,9/3/2017,conventional,1.8,295896.59,189267.58,26200.67,653.97,79774.37
25687,Orlando,8/27/2017,conventional,1.57,296756.62,189042.09,27713.25,101.45,79899.83
25688,Orlando,8/20/2017,conventional,1.57,297964.43,191383.38,28989.39,54.69,77536.97
25689,Orlando,8/13/2017,conventional,1.44,363916.69,227667.4,38433.45,166.56,97649.28
25690,Orlando,8/6/2017,conventional,1.41,326355.84,209093.43,34123.34,147.27,82991.8
25691,Orlando,7/30/2017,conventional,1.4,321422.84,208380.73,32846.09,204.32,79991.7
25692,Orlando,7/23/2017,conventional,1.38,361733.69,237300.29,33319.21,196.65,90917.54
25693,Orlando,7/16/2017,conventional,1.42,331752.25,202249.93,34024.62,218.32,95259.38
25694,Orlando,7/9/2017,conventional,1.4,343076.46,207541.44,33999.04,126.06,101409.92
25695,Orlando,7/2/2017,conventional,1.4,414176.6,247137.41,50254.8,190.22,116594.17
25696,Orlando,6/25/2017,conventional,1.35,376407.55,230886.33,38375.37,94.56,107051.29
25697,Orlando,6/18/2017,conventional,1.4,339228.04,215668.41,32674.49,115.97,90769.17
25698,Orlando,6/11/2017,conventional,1.41,401365.48,246114.25,41215.61,61.99,113973.63
25699,Orlando,6/4/2017,conventional,1.41,400425.73,250523.79,40813.04,48,109040.9
25700,Orlando,5/28/2017,conventional,1.4,381490.67,238131.34,39531.06,74.61,103753.66
25701,Orlando,5/21/2017,conventional,1.41,357405.82,225241.39,38535.12,103.21,93526.1
25702,Orlando,5/14/2017,conventional,1.42,322189.66,203335.76,33864.16,77.22,84912.52
25703,Orlando,5/7/2017,conventional,1.17,529138.31,340439.27,66961.88,98.55,121638.61
25704,Orlando,4/30/2017,conventional,1.24,479827.89,312135.12,64372.82,47.64,103272.31
25705,Orlando,4/23/2017,conventional,1.44,345971.78,220178.28,41901.19,58.86,83833.45
25706,Orlando,4/16/2017,conventional,1.47,305796.3,181939.75,38374.67,32,85449.88
25707,Orlando,4/9/2017,conventional,1.49,311220.15,189598.19,39854.26,48.95,81718.75
25708,Orlando,4/2/2017,conventional,1.59,297788.72,179139.67,38059.95,60.25,80528.85
25709,Orlando,3/26/2017,conventional,1.62,281795.07,164358.1,38333.89,88.48,79014.6
25710,Orlando,3/19/2017,conventional,1.53,287195.89,160686.42,38524.03,47,87938.44
25711,Orlando,3/12/2017,conventional,1.52,290011,163532.82,41183.06,75.44,85219.68
25712,Orlando,3/5/2017,conventional,1.55,270877.61,159001.85,39733.35,36.19,72106.22
25713,Orlando,2/26/2017,conventional,1.25,307685.6,172780.16,46592.5,70.6,88242.34
25714,Orlando,2/19/2017,conventional,1.26,262109.86,149730.42,40603.49,58.48,71717.47
25715,Orlando,2/12/2017,conventional,0.95,430096.94,242212.8,81697.52,264.25,105922.37
25716,Orlando,2/5/2017,conventional,0.85,711200.33,362670.27,151154.5,307.79,197067.77
25717,Orlando,1/29/2017,conventional,1.24,364048.79,153528.1,72365.95,196.49,137958.25
25718,Orlando,1/22/2017,conventional,1,481274,167213.01,125193.82,178.8,188688.37
25719,Orlando,1/15/2017,conventional,1.27,356960.5,148500.59,72248.12,175.19,136036.6
25720,Orlando,1/8/2017,conventional,1.28,301768.99,118255.25,62039.01,116.51,121358.22
25721,Orlando,1/1/2017,conventional,0.95,447083.97,166581.9,110283.97,151.92,170066.18
25722,Philadelphia,12/31/2017,conventional,1.35,334783.58,17238.97,210750.82,276.38,106517.41
25723,Philadelphia,12/24/2017,conventional,1.34,379421.96,17276.7,226538,472.94,135134.32
25724,Philadelphia,12/17/2017,conventional,1.43,344203.81,17554.66,195308.13,131.09,131209.93
25725,Philadelphia,12/10/2017,conventional,1.23,575854.08,23492.14,418502.09,518.51,133341.34
25726,Philadelphia,12/3/2017,conventional,1.35,379540,20978,209391,293,148879
25727,Philadelphia,11/26/2017,conventional,1.38,337065,17523,172416,269,146857
25728,Philadelphia,11/19/2017,conventional,1.34,384115,22293,175118,402,186302
25729,Philadelphia,11/12/2017,conventional,1.45,356528,28196,195219,203,132910
25730,Philadelphia,11/5/2017,conventional,1.4,384628.71,38006.98,174069.17,181.44,172371.12
25731,Philadelphia,10/29/2017,conventional,1.53,367260.68,40321.47,209091.67,274.42,117573.12
25732,Philadelphia,10/22/2017,conventional,1.53,376196.84,39322.2,201632.28,288.94,134953.42
25733,Philadelphia,10/15/2017,conventional,1.64,368965.61,44235.03,197307.19,235.29,127188.1
25734,Philadelphia,10/8/2017,conventional,1.67,331169.67,43189.77,163922.46,336.6,123720.84
25735,Philadelphia,10/1/2017,conventional,1.62,389987.92,45811.04,195759.47,255.36,148162.05
25736,Philadelphia,9/24/2017,conventional,1.58,383655.09,47744.79,204123.34,395.52,131391.44
25737,Philadelphia,9/17/2017,conventional,1.54,366239.72,41947.51,195393.08,131.65,128767.48
25738,Philadelphia,9/10/2017,conventional,1.54,358609.19,49621.05,185295.22,179.47,123513.45
25739,Philadelphia,9/3/2017,conventional,1.7,363905.02,46296.62,199034.81,223.03,118350.56
25740,Philadelphia,8/27/2017,conventional,1.68,370286.98,45068.5,196136.69,604.27,128477.52
25741,Philadelphia,8/20/2017,conventional,1.64,368098.13,41521.77,188024.05,1049.84,137502.47
25742,Philadelphia,8/13/2017,conventional,1.54,385890.89,37776.72,200247.11,682.86,147184.2
25743,Philadelphia,8/6/2017,conventional,1.48,382653.13,33708.96,225677.1,1472.45,121794.62
25744,Philadelphia,7/30/2017,conventional,1.47,404029.77,36123.33,238811.54,1343.6,127751.3
25745,Philadelphia,7/23/2017,conventional,1.47,393360.73,35968.15,227600.65,415.16,129376.77
25746,Philadelphia,7/16/2017,conventional,1.51,381469.09,42039.06,224289.93,513.38,114626.72
25747,Philadelphia,7/9/2017,conventional,1.59,406120.55,44522.78,225551.84,494.66,135551.27
25748,Philadelphia,7/2/2017,conventional,1.68,365488.32,38790.35,196153.79,582.2,129961.98
25749,Philadelphia,6/25/2017,conventional,1.5,422231.87,40402.83,268986.4,632.36,112210.28
25750,Philadelphia,6/18/2017,conventional,1.75,380239.79,41177.89,219693.6,586.19,118782.11
25751,Philadelphia,6/11/2017,conventional,1.73,379927.26,38042.56,205769.8,620.68,135494.22
25752,Philadelphia,6/4/2017,conventional,1.8,394307.04,38390.3,221022.3,643.86,134250.58
25753,Philadelphia,5/28/2017,conventional,1.74,432742.98,41076.94,232834.25,662.52,158169.27
25754,Philadelphia,5/21/2017,conventional,1.75,385075.85,39609.47,214417.22,619.72,130429.44
25755,Philadelphia,5/14/2017,conventional,1.75,387975.97,38509.67,194669.62,536.53,154260.15
25756,Philadelphia,5/7/2017,conventional,1.66,491356.56,42673.46,249542.51,919.18,198221.41
25757,Philadelphia,4/30/2017,conventional,1.78,386907.3,36817.47,222850.39,492.98,126746.46
25758,Philadelphia,4/23/2017,conventional,1.66,363689.09,34157.54,208134.75,416.47,120980.33
25759,Philadelphia,4/16/2017,conventional,1.74,390396.69,31877.26,220755.78,406.24,137357.41
25760,Philadelphia,4/9/2017,conventional,1.7,398600.32,30725.04,213528.19,566.18,153780.91
25761,Philadelphia,4/2/2017,conventional,1.68,385731.38,30716.75,208155.43,757.88,146101.32
25762,Philadelphia,3/26/2017,conventional,1.66,379956.99,24691.96,219076.77,2819.37,133368.89
25763,Philadelphia,3/19/2017,conventional,1.66,373158.66,16003.12,220282.45,3440.64,133432.45
25764,Philadelphia,3/12/2017,conventional,1.74,377616.35,16961.96,230010.9,6116.39,124527.1
25765,Philadelphia,3/5/2017,conventional,1.48,409950.45,15629.06,245417.56,13667.43,135236.4
25766,Philadelphia,2/26/2017,conventional,1.49,411014.79,18063.56,251740.67,2094.14,139116.42
25767,Philadelphia,2/19/2017,conventional,1.37,369284.51,29184,205018.24,1022.62,134059.65
25768,Philadelphia,2/12/2017,conventional,1.19,572219.25,69860.68,269591.68,3923.46,228843.43
25769,Philadelphia,2/5/2017,conventional,1.28,645655.16,77182.34,383060.06,58041.56,127371.2
25770,Philadelphia,1/29/2017,conventional,1.48,421316.65,27673.88,248553.08,20098.48,124991.21
25771,Philadelphia,1/22/2017,conventional,1.51,489345.23,18201.14,287008.11,58242.14,125893.84
25772,Philadelphia,1/15/2017,conventional,1.44,435740.48,16847.12,282239.77,8983.4,127670.19
25773,Philadelphia,1/8/2017,conventional,1.39,435745.77,16209.65,298757.98,1201.07,119577.07
25774,Philadelphia,1/1/2017,conventional,1.4,321941.32,12767.25,217447.76,3090.37,88635.94
25775,PhoenixTucson,12/31/2017,conventional,0.75,986474.74,422070.44,283040.88,12415.52,268947.9
25776,PhoenixTucson,12/24/2017,conventional,0.75,1006477.79,488446.2,176311.28,14450.19,327270.12
25777,PhoenixTucson,12/17/2017,conventional,0.7,1031887.79,508369,216817.98,8575.36,298125.45
25778,PhoenixTucson,12/10/2017,conventional,0.64,1222641.23,731583.95,200595.47,10237.88,280223.93
25779,PhoenixTucson,12/3/2017,conventional,0.72,1135877,678640,215949,10981,230306
25780,PhoenixTucson,11/26/2017,conventional,0.77,929825,529091,181823,10223,208688
25781,PhoenixTucson,11/19/2017,conventional,0.6,1427367,953957,202003,10913,260494
25782,PhoenixTucson,11/12/2017,conventional,0.72,1248721,691378,271700,10123,275520
25783,PhoenixTucson,11/5/2017,conventional,0.79,1208035.4,555816.37,227846.11,9212.36,415160.56
25784,PhoenixTucson,10/29/2017,conventional,0.98,866137.35,368642.75,273118.45,7336.87,217039.28
25785,PhoenixTucson,10/22/2017,conventional,1.04,809603.25,352330.12,241655.47,3878.71,211738.95
25786,PhoenixTucson,10/15/2017,conventional,1.17,776108.23,338241.51,217038.81,2634.94,218192.97
25787,PhoenixTucson,10/8/2017,conventional,1.28,713847.15,334851.45,146162.7,2097.5,230735.5
25788,PhoenixTucson,10/1/2017,conventional,1.31,666472.86,289195.06,153391.94,2561.47,221324.39
25789,PhoenixTucson,9/24/2017,conventional,1.24,685443.39,337495.18,155470.63,2333.48,190144.1
25790,PhoenixTucson,9/17/2017,conventional,1.22,731289.23,375755.8,152686.3,2172.41,200674.72
25791,PhoenixTucson,9/10/2017,conventional,1.2,727628.13,397475.35,129503.24,3441.71,197207.83
25792,PhoenixTucson,9/3/2017,conventional,1.2,727912.24,407081.82,136998.12,5005.72,178826.58
25793,PhoenixTucson,8/27/2017,conventional,1.18,715349.6,378232.81,125819.78,10404.56,200892.45
25794,PhoenixTucson,8/20/2017,conventional,1.14,773947.25,404665.91,127106.48,12550.96,229623.9
25795,PhoenixTucson,8/13/2017,conventional,1.01,940390.93,458381.41,178230.34,12192.21,291586.97
25796,PhoenixTucson,8/6/2017,conventional,0.94,974933.36,493642.98,198503.76,11502.53,271284.09
25797,PhoenixTucson,7/30/2017,conventional,0.96,930918.01,482854.07,163669.16,12228.42,272166.36
25798,PhoenixTucson,7/23/2017,conventional,0.89,1072590.2,540131.79,267082.3,12298.76,253077.35
25799,PhoenixTucson,7/16/2017,conventional,0.92,973521.7,499391.8,211064.2,12355.98,250709.72
25800,PhoenixTucson,7/9/2017,conventional,0.75,1347858.68,568223.72,232289.27,12866.51,534479.18
25801,PhoenixTucson,7/2/2017,conventional,0.77,1224659.64,551528.3,185311.58,14893.87,472925.89
25802,PhoenixTucson,6/25/2017,conventional,0.77,1197422.34,551529.22,184895.41,12891.55,448106.16
25803,PhoenixTucson,6/18/2017,conventional,0.7,1326697.78,592933.2,295319.97,12531.08,425913.53
25804,PhoenixTucson,6/11/2017,conventional,0.68,1417604.32,786718.62,187402.03,14150.63,429333.04
25805,PhoenixTucson,6/4/2017,conventional,0.76,1228049.22,575382.16,178626.45,14892.86,459147.75
25806,PhoenixTucson,5/28/2017,conventional,0.81,1177093.03,535029.37,206991.26,17174.58,417897.82
25807,PhoenixTucson,5/21/2017,conventional,0.74,1163735.54,511917.03,268221.34,14020.29,369576.88
25808,PhoenixTucson,5/14/2017,conventional,0.69,1297119.2,612625.19,239024.86,14939.98,430529.17
25809,PhoenixTucson,5/7/2017,conventional,0.65,1546765.68,813990.86,282109.87,16944.99,433719.96
25810,PhoenixTucson,4/30/2017,conventional,0.75,1080538.36,480904.28,236525.22,13569.85,349539.01
25811,PhoenixTucson,4/23/2017,conventional,0.7,1197854.72,544507.98,243224.53,17245.27,392876.94
25812,PhoenixTucson,4/16/2017,conventional,0.73,1255293.53,621533.02,193885.09,19435.79,420439.63
25813,PhoenixTucson,4/9/2017,conventional,0.65,1264239.57,707466.32,220405.29,18966.27,317401.69
25814,PhoenixTucson,4/2/2017,conventional,0.67,1315020.28,692107.1,190493.5,20666.37,411753.31
25815,PhoenixTucson,3/26/2017,conventional,0.57,1607936.05,990504.55,203409.21,20130.79,393891.5
25816,PhoenixTucson,3/19/2017,conventional,0.68,1241284.04,598359,205006.8,19620.25,418297.99
25817,PhoenixTucson,3/12/2017,conventional,0.65,1264592.26,714430.93,176678.74,18778.41,354704.18
25818,PhoenixTucson,3/5/2017,conventional,0.67,1176932.6,551312.9,221516.99,15504.1,388598.61
25819,PhoenixTucson,2/26/2017,conventional,0.65,1146225.87,558763.67,289095.7,14923.76,283442.74
25820,PhoenixTucson,2/19/2017,conventional,0.67,1171871.64,624947.16,260052.13,14748.58,272123.77
25821,PhoenixTucson,2/12/2017,conventional,0.54,1582877.09,917584.44,257573.05,18976.18,388743.42
25822,PhoenixTucson,2/5/2017,conventional,0.46,2200550.27,1200632.86,531226.65,18324.93,450365.83
25823,PhoenixTucson,1/29/2017,conventional,0.58,1380520.76,799387.73,246921.02,16440.78,317771.23
25824,PhoenixTucson,1/22/2017,conventional,0.54,1601222.68,909748.65,296612.15,15561.81,379300.07
25825,PhoenixTucson,1/15/2017,conventional,0.6,1470187.14,689503.99,362435.36,13938.56,404309.23
25826,PhoenixTucson,1/8/2017,conventional,0.73,1138871.92,515078.84,275341.74,16071.97,332379.37
25827,PhoenixTucson,1/1/2017,conventional,0.63,1169638.17,560445.04,325471.67,15079.65,268641.81
25828,Pittsburgh,12/31/2017,conventional,1.01,150867.12,76689.8,30458.87,2273.44,41445.01
25829,Pittsburgh,12/24/2017,conventional,1.29,87945.29,29723.13,18387.77,1008.56,38825.83
25830,Pittsburgh,12/17/2017,conventional,1.01,141895.38,66813.07,29425.92,2193.61,43462.78
25831,Pittsburgh,12/10/2017,conventional,1.27,93436.57,34239.68,19312.09,1573.33,38311.47
25832,Pittsburgh,12/3/2017,conventional,1.18,93898,36640,20642,1451,35165
25833,Pittsburgh,11/26/2017,conventional,1.02,124119,60144,26227,2176,35572
25834,Pittsburgh,11/19/2017,conventional,1.5,89083,28168,17531,1896,41488
25835,Pittsburgh,11/12/2017,conventional,1.51,87818,30062,15533,1162,41061
25836,Pittsburgh,11/5/2017,conventional,1.54,85430.88,29627.78,17235.32,1064.82,37502.96
25837,Pittsburgh,10/29/2017,conventional,1.52,90393.33,30939.52,20179.35,1067.37,38207.09
25838,Pittsburgh,10/22/2017,conventional,1.54,99922.23,35800.8,22216.67,1088.38,40816.38
25839,Pittsburgh,10/15/2017,conventional,1.56,97962.05,34869.71,21509.86,1142.62,40439.86
25840,Pittsburgh,10/8/2017,conventional,1.6,84870.68,35817.02,10330.12,1240.8,37482.74
25841,Pittsburgh,10/1/2017,conventional,1.33,105766.89,43623.37,22847.25,1404.16,37892.11
25842,Pittsburgh,9/24/2017,conventional,1.32,102663.43,44018.65,25081.98,1558.08,32004.72
25843,Pittsburgh,9/17/2017,conventional,1.29,104613.01,43083.52,24457.99,1747.08,35324.42
25844,Pittsburgh,9/10/2017,conventional,1.31,100073.91,42781.2,23778.55,1402.3,32111.86
25845,Pittsburgh,9/3/2017,conventional,1.31,104937.39,43246.31,27966.76,1880.37,31843.95
25846,Pittsburgh,8/27/2017,conventional,1.28,106686.99,43026.01,26492.95,1743.95,35424.08
25847,Pittsburgh,8/20/2017,conventional,1.29,104117.39,42108.08,25108.57,1582.31,35318.43
25848,Pittsburgh,8/13/2017,conventional,1.27,106928.65,44556.63,26086.43,1284.85,35000.74
25849,Pittsburgh,8/6/2017,conventional,1.29,105595.21,41518.8,28322.16,1457.18,34297.07
25850,Pittsburgh,7/30/2017,conventional,1.29,104351.36,41263.14,27919.48,1465.5,33703.24
25851,Pittsburgh,7/23/2017,conventional,1.29,105012.68,42723.4,25661.41,1369.42,35258.45
25852,Pittsburgh,7/16/2017,conventional,1.26,106344.95,44572.1,26346.56,1538.54,33887.75
25853,Pittsburgh,7/9/2017,conventional,1.25,116575.48,45339.5,30916.91,1471.62,38847.45
25854,Pittsburgh,7/2/2017,conventional,1.25,124868.74,50926.04,30335.71,1779.51,41827.48
25855,Pittsburgh,6/25/2017,conventional,1.26,120211.37,47201.63,29968.8,1660.34,41380.6
25856,Pittsburgh,6/18/2017,conventional,1.29,119743.9,47857.66,32486.05,1543.23,37856.96
25857,Pittsburgh,6/11/2017,conventional,1.33,117367.43,51973.42,29897.94,1738.43,33757.64
25858,Pittsburgh,6/4/2017,conventional,1.33,123557.37,51219.47,27379.67,1919.8,43038.43
25859,Pittsburgh,5/28/2017,conventional,1.32,143674.94,60061.87,29709.54,1890.54,52012.99
25860,Pittsburgh,5/21/2017,conventional,1.02,207645.24,105432.3,48642.87,3875.28,49694.79
25861,Pittsburgh,5/14/2017,conventional,1.33,117857.6,51068.92,20279.94,1751.27,44757.47
25862,Pittsburgh,5/7/2017,conventional,1.03,214738.04,107597.81,50334.69,3681.75,53123.79
25863,Pittsburgh,4/30/2017,conventional,1.05,205559.96,101894.13,53722.34,3641.61,46301.88
25864,Pittsburgh,4/23/2017,conventional,1.34,117579.21,48209.57,24388.1,1515.43,43466.11
25865,Pittsburgh,4/16/2017,conventional,1.33,116011.18,44551.19,23042.87,1422.88,46994.24
25866,Pittsburgh,4/9/2017,conventional,1.36,119196.56,48580.74,25212.69,1465.76,43937.37
25867,Pittsburgh,4/2/2017,conventional,1.37,122944.98,50365.37,27047.63,1687.36,43844.62
25868,Pittsburgh,3/26/2017,conventional,1.34,117686.64,43115.85,27137.5,1559.54,45873.75
25869,Pittsburgh,3/19/2017,conventional,1.34,110278.1,37849.42,28735.05,1151.02,42542.61
25870,Pittsburgh,3/12/2017,conventional,1.34,108624.25,37402.73,29383,1358.94,40479.58
25871,Pittsburgh,3/5/2017,conventional,1.02,174567.14,80177.15,47353.34,2909.17,44127.48
25872,Pittsburgh,2/26/2017,conventional,1.33,103906,37871.78,26478.19,1492.92,38063.11
25873,Pittsburgh,2/19/2017,conventional,1.33,91579.18,32493.94,24711.08,1212.1,33162.06
25874,Pittsburgh,2/12/2017,conventional,1.28,100215.44,31075.53,28242.44,1114.29,39783.18
